Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H5,2019,2019,2019,6,1,1,Import,32,Argentina,ARG,410,Rep. of Korea,KOR,300220,Vaccines; for human medicine,8,Weight in kilograms,5238,5238,581573,0
H5,2019,2019,2019,6,1,1,Import,32,Argentina,ARG,528,Netherlands,NLD,300220,Vaccines; for human medicine,8,Weight in kilograms,115,115,408353,0
H5,2019,2019,2019,6,1,2,Export,32,Argentina,ARG,600,Paraguay,PRY,300220,Vaccines; for human medicine,8,Weight in kilograms,5767,5767,420982,0
H5,2019,2019,2019,6,1,1,Import,32,Argentina,ARG,699,India,IND,300220,Vaccines; for human medicine,8,Weight in kilograms,33806,33806,4236108,0
H5,2019,2019,2019,6,1,1,Import,32,Argentina,ARG,757,Switzerland,CHE,300220,Vaccines; for human medicine,8,Weight in kilograms,1564,1564,1056052,0
H5,2019,2019,2019,6,1,1,Import,32,Argentina,ARG,842,USA,USA,300220,Vaccines; for human medicine,8,Weight in kilograms,88762,88762,58114117,0
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,0,World,WLD,300220,Vaccines; for human medicine,8,Weight in kilograms,371655,,302009464,6
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,0,World,WLD,300220,Vaccines; for human medicine,8,Weight in kilograms,61411,61411,98842689,0
H5,2019,2019,2019,6,1,4,Re-Import,36,Australia,AUS,0,World,WLD,300220,Vaccines; for human medicine,8,Weight in kilograms,15,,12499,6
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,32,Argentina,ARG,300220,Vaccines; for human medicine,8,Weight in kilograms,4,,3376,6
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,32,Argentina,ARG,300220,Vaccines; for human medicine,8,Weight in kilograms,2672,2672,169819,0
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,36,Australia,AUS,300220,Vaccines; for human medicine,8,Weight in kilograms,15,,12499,6
H5,2019,2019,2019,6,1,4,Re-Import,36,Australia,AUS,36,Australia,AUS,300220,Vaccines; for human medicine,8,Weight in kilograms,15,,12499,6
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,40,Austria,AUT,300220,Vaccines; for human medicine,8,Weight in kilograms,327,,265943,6
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,56,Belgium,BEL,300220,Vaccines; for human medicine,8,Weight in kilograms,124465,,101141058,6
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,56,Belgium,BEL,300220,Vaccines; for human medicine,8,Weight in kilograms,12768,12768,3261723,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,90,Solomon Isds,SLB,300220,Vaccines; for human medicine,8,Weight in kilograms,12,12,3266,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,96,Brunei Darussalam,BRN,300220,Vaccines; for human medicine,8,Weight in kilograms,86,86,5300,0
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,124,Canada,CAN,300220,Vaccines; for human medicine,8,Weight in kilograms,8521,,6924441,6
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,162,Christmas Isds,CXR,300220,Vaccines; for human medicine,8,Weight in kilograms,24,24,6840,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,170,Colombia,COL,300220,Vaccines; for human medicine,8,Weight in kilograms,28,28,16682,0
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,208,Denmark,DNK,300220,Vaccines; for human medicine,8,Weight in kilograms,3457,,2809213,6
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,242,Fiji,FJI,300220,Vaccines; for human medicine,8,Weight in kilograms,276,276,23533,0
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,251,France,FRA,300220,Vaccines; for human medicine,8,Weight in kilograms,43225,,35125080,6
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,258,French Polynesia,PYF,300220,Vaccines; for human medicine,8,Weight in kilograms,30,30,10846,0
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,276,Germany,DEU,300220,Vaccines; for human medicine,8,Weight in kilograms,8840,,7183966,6
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,276,Germany,DEU,300220,Vaccines; for human medicine,8,Weight in kilograms,10754,10754,29609646,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,296,Kiribati,KIR,300220,Vaccines; for human medicine,8,Weight in kilograms,60,60,8900,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,344,"China, Hong Kong SAR",HKG,300220,Vaccines; for human medicine,8,Weight in kilograms,0,0,1529,0
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,372,Ireland,IRL,300220,Vaccines; for human medicine,8,Weight in kilograms,69028,,56093143,6
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,381,Italy,ITA,300220,Vaccines; for human medicine,8,Weight in kilograms,17623,,14320767,6
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,381,Italy,ITA,300220,Vaccines; for human medicine,8,Weight in kilograms,1,1,4219,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,422,Lebanon,LBN,300220,Vaccines; for human medicine,8,Weight in kilograms,18,18,12729,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,520,Nauru,NRU,300220,Vaccines; for human medicine,8,Weight in kilograms,11,11,4592,0
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,528,Netherlands,NLD,300220,Vaccines; for human medicine,8,Weight in kilograms,1820,,1479315,6
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,540,New Caledonia,NCL,300220,Vaccines; for human medicine,8,Weight in kilograms,1675,1675,212420,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,548,Vanuatu,VUT,300220,Vaccines; for human medicine,8,Weight in kilograms,0,0,15,0
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,554,New Zealand,NZL,300220,Vaccines; for human medicine,8,Weight in kilograms,6,,5027,6
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,554,New Zealand,NZL,300220,Vaccines; for human medicine,8,Weight in kilograms,13229,13229,2958744,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,584,Marshall Isds,MHL,300220,Vaccines; for human medicine,8,Weight in kilograms,749,749,33651,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,598,Papua New Guinea,PNG,300220,Vaccines; for human medicine,8,Weight in kilograms,214,214,552276,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,608,Philippines,PHL,300220,Vaccines; for human medicine,8,Weight in kilograms,6,6,1432,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,626,Timor-Leste,TLS,300220,Vaccines; for human medicine,8,Weight in kilograms,126,126,19980,0
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,699,India,IND,300220,Vaccines; for human medicine,8,Weight in kilograms,57,,46322,6
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,699,India,IND,300220,Vaccines; for human medicine,8,Weight in kilograms,11,11,2798,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,702,Singapore,SGP,300220,Vaccines; for human medicine,8,Weight in kilograms,43,43,20141,0
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,724,Spain,ESP,300220,Vaccines; for human medicine,8,Weight in kilograms,4553,,3700036,6
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,757,Switzerland,CHE,300220,Vaccines; for human medicine,8,Weight in kilograms,274,,223237,6
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,764,Thailand,THA,300220,Vaccines; for human medicine,8,Weight in kilograms,1600,,1300950,6
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,826,United Kingdom,GBR,300220,Vaccines; for human medicine,8,Weight in kilograms,22762,,18496768,6
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,826,United Kingdom,GBR,300220,Vaccines; for human medicine,8,Weight in kilograms,106,106,49952,0
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,842,USA,USA,300220,Vaccines; for human medicine,8,Weight in kilograms,65072,,52878314,6
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,842,USA,USA,300220,Vaccines; for human medicine,8,Weight in kilograms,18488,18488,61848033,0
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,882,Samoa,WSM,300220,Vaccines; for human medicine,8,Weight in kilograms,20,20,3611,0
H5,2019,2019,2019,6,1,1,Import,40,Austria,AUT,0,World,WLD,300220,Vaccines; for human medicine,8,Weight in kilograms,155178,155178,114792184,6
H5,2019,2019,2019,6,1,2,Export,40,Austria,AUT,0,World,WLD,300220,Vaccines; for human medicine,8,Weight in kilograms,580961,580961,316504429,6
H5,2019,2019,2019,6,1,1,Import,40,Austria,AUT,36,Australia,AUS,300220,Vaccines; for human medicine,8,Weight in kilograms,0,0,147,6
H5,2019,2019,2019,6,1,1,Import,40,Austria,AUT,56,Belgium,BEL,300220,Vaccines; for human medicine,8,Weight in kilograms,32308,32308,34495391,0
H5,2019,2019,2019,6,1,2,Export,40,Austria,AUT,56,Belgium,BEL,300220,Vaccines; for human medicine,8,Weight in kilograms,445485,445485,292076676,0
H5,2019,2019,2019,6,1,1,Import,40,Austria,AUT,124,Canada,CAN,300220,Vaccines; for human medicine,8,Weight in kilograms,0,0,105,6
H5,2019,2019,2019,6,1,2,Export,40,Austria,AUT,203,Czechia,CZE,300220,Vaccines; for human medicine,8,Weight in kilograms,2520,2520,3503590,0
H5,2019,2019,2019,6,1,2,Export,40,Austria,AUT,208,Denmark,DNK,300220,Vaccines; for human medicine,8,Weight in kilograms,5,5,41067,0
H5,2019,2019,2019,6,1,2,Export,40,Austria,AUT,246,Finland,FIN,300220,Vaccines; for human medicine,8,Weight in kilograms,372,372,529084,0
H5,2019,2019,2019,6,1,1,Import,40,Austria,AUT,251,France,FRA,300220,Vaccines; for human medicine,8,Weight in kilograms,4764,4764,1888097,0
H5,2019,2019,2019,6,1,2,Export,40,Austria,AUT,251,France,FRA,300220,Vaccines; for human medicine,8,Weight in kilograms,1723,1723,1269745,0
H5,2019,2019,2019,6,1,2,Export,40,Austria,AUT,268,Georgia,GEO,300220,Vaccines; for human medicine,8,Weight in kilograms,405,405,28373,0
H5,2019,2019,2019,6,1,1,Import,40,Austria,AUT,276,Germany,DEU,300220,Vaccines; for human medicine,8,Weight in kilograms,14309,14309,11134464,0
H5,2019,2019,2019,6,1,2,Export,40,Austria,AUT,276,Germany,DEU,300220,Vaccines; for human medicine,8,Weight in kilograms,127536,127536,12056086,0
H5,2019,2019,2019,6,1,1,Import,40,Austria,AUT,300,Greece,GRC,300220,Vaccines; for human medicine,8,Weight in kilograms,0,0,31,6
H5,2019,2019,2019,6,1,2,Export,40,Austria,AUT,348,Hungary,HUN,300220,Vaccines; for human medicine,8,Weight in kilograms,447,447,362851,0
H5,2019,2019,2019,6,1,1,Import,40,Austria,AUT,372,Ireland,IRL,300220,Vaccines; for human medicine,8,Weight in kilograms,3041,3041,1165381,0
H5,2019,2019,2019,6,1,2,Export,40,Austria,AUT,372,Ireland,IRL,300220,Vaccines; for human medicine,8,Weight in kilograms,2005,2005,1005746,0
H5,2019,2019,2019,6,1,1,Import,40,Austria,AUT,381,Italy,ITA,300220,Vaccines; for human medicine,8,Weight in kilograms,19893,19893,17523982,0
H5,2019,2019,2019,6,1,2,Export,40,Austria,AUT,381,Italy,ITA,300220,Vaccines; for human medicine,8,Weight in kilograms,378,378,5253776,0
H5,2019,2019,2019,6,1,2,Export,40,Austria,AUT,410,Rep. of Korea,KOR,300220,Vaccines; for human medicine,8,Weight in kilograms,0,0,27,6
H5,2019,2019,2019,6,1,2,Export,40,Austria,AUT,496,Mongolia,MNG,300220,Vaccines; for human medicine,8,Weight in kilograms,14,14,1079,0
H5,2019,2019,2019,6,1,1,Import,40,Austria,AUT,528,Netherlands,NLD,300220,Vaccines; for human medicine,8,Weight in kilograms,26720,26720,14789016,0
H5,2019,2019,2019,6,1,2,Export,40,Austria,AUT,528,Netherlands,NLD,300220,Vaccines; for human medicine,8,Weight in kilograms,24,24,49578,0
H5,2019,2019,2019,6,1,1,Import,40,Austria,AUT,579,Norway,NOR,300220,Vaccines; for human medicine,8,Weight in kilograms,0,0,53,6
H5,2019,2019,2019,6,1,1,Import,40,Austria,AUT,702,Singapore,SGP,300220,Vaccines; for human medicine,8,Weight in kilograms,1525,1525,1628594,0
H5,2019,2019,2019,6,1,1,Import,40,Austria,AUT,724,Spain,ESP,300220,Vaccines; for human medicine,8,Weight in kilograms,42230,42230,27020831,0
H5,2019,2019,2019,6,1,1,Import,40,Austria,AUT,752,Sweden,SWE,300220,Vaccines; for human medicine,8,Weight in kilograms,440,440,320087,0
H5,2019,2019,2019,6,1,2,Export,40,Austria,AUT,752,Sweden,SWE,300220,Vaccines; for human medicine,8,Weight in kilograms,0,0,169,6
H5,2019,2019,2019,6,1,1,Import,40,Austria,AUT,757,Switzerland,CHE,300220,Vaccines; for human medicine,8,Weight in kilograms,3281,3281,2894415,0
H5,2019,2019,2019,6,1,2,Export,40,Austria,AUT,757,Switzerland,CHE,300220,Vaccines; for human medicine,8,Weight in kilograms,0,0,5,6
H5,2019,2019,2019,6,1,1,Import,40,Austria,AUT,826,United Kingdom,GBR,300220,Vaccines; for human medicine,8,Weight in kilograms,6610,6610,1903482,0
H5,2019,2019,2019,6,1,2,Export,40,Austria,AUT,826,United Kingdom,GBR,300220,Vaccines; for human medicine,8,Weight in kilograms,35,35,33553,0
H5,2019,2019,2019,6,1,1,Import,40,Austria,AUT,842,USA,USA,300220,Vaccines; for human medicine,8,Weight in kilograms,57,57,28099,0
H5,2019,2019,2019,6,1,2,Export,40,Austria,AUT,842,USA,USA,300220,Vaccines; for human medicine,8,Weight in kilograms,12,12,293016,0
H5,2019,2019,2019,6,1,1,Import,48,Bahrain,BHR,0,World,WLD,300220,Vaccines; for human medicine,8,Weight in kilograms,17334,17334,9063442,0
H5,2019,2019,2019,6,1,1,Import,48,Bahrain,BHR,56,Belgium,BEL,300220,Vaccines; for human medicine,8,Weight in kilograms,4914,4914,1638700,0
H5,2019,2019,2019,6,1,1,Import,48,Bahrain,BHR,100,Bulgaria,BGR,300220,Vaccines; for human medicine,8,Weight in kilograms,120,120,129491,0
H5,2019,2019,2019,6,1,1,Import,48,Bahrain,BHR,124,Canada,CAN,300220,Vaccines; for human medicine,8,Weight in kilograms,168,168,74503,0
H5,2019,2019,2019,6,1,1,Import,48,Bahrain,BHR,208,Denmark,DNK,300220,Vaccines; for human medicine,8,Weight in kilograms,4,4,73840,0
H5,2019,2019,2019,6,1,1,Import,48,Bahrain,BHR,251,France,FRA,300220,Vaccines; for human medicine,8,Weight in kilograms,935,935,1202019,0
H5,2019,2019,2019,6,1,1,Import,48,Bahrain,BHR,276,Germany,DEU,300220,Vaccines; for human medicine,8,Weight in kilograms,3,3,12395,0
H5,2019,2019,2019,6,1,1,Import,48,Bahrain,BHR,360,Indonesia,IDN,300220,Vaccines; for human medicine,8,Weight in kilograms,92,92,46792,0
H5,2019,2019,2019,6,1,1,Import,48,Bahrain,BHR,372,Ireland,IRL,300220,Vaccines; for human medicine,8,Weight in kilograms,1125,1125,2380723,0
H5,2019,2019,2019,6,1,1,Import,48,Bahrain,BHR,392,Japan,JPN,300220,Vaccines; for human medicine,8,Weight in kilograms,0,0,1888,0
H5,2019,2019,2019,6,1,1,Import,48,Bahrain,BHR,528,Netherlands,NLD,300220,Vaccines; for human medicine,8,Weight in kilograms,8284,8284,2729301,0
H5,2019,2019,2019,6,1,1,Import,48,Bahrain,BHR,682,Saudi Arabia,SAU,300220,Vaccines; for human medicine,8,Weight in kilograms,1470,1470,728500,0
H5,2019,2019,2019,6,1,1,Import,48,Bahrain,BHR,699,India,IND,300220,Vaccines; for human medicine,8,Weight in kilograms,27,27,19595,0
H5,2019,2019,2019,6,1,1,Import,48,Bahrain,BHR,757,Switzerland,CHE,300220,Vaccines; for human medicine,8,Weight in kilograms,186,186,25689,0
H5,2019,2019,2019,6,1,1,Import,51,Armenia,ARM,0,World,WLD,300220,Vaccines; for human medicine,8,Weight in kilograms,6145,6145,4706118,6
H5,2019,2019,2019,6,1,2,Export,51,Armenia,ARM,0,World,WLD,300220,Vaccines; for human medicine,8,Weight in kilograms,168,168,153896,0
H5,2019,2019,2019,6,1,1,Import,51,Armenia,ARM,56,Belgium,BEL,300220,Vaccines; for human medicine,8,Weight in kilograms,1752,1752,876864,0
H5,2019,2019,2019,6,1,1,Import,51,Armenia,ARM,100,Bulgaria,BGR,300220,Vaccines; for human medicine,8,Weight in kilograms,100,100,6909,0
H5,2019,2019,2019,6,1,1,Import,51,Armenia,ARM,156,China,CHN,300220,Vaccines; for human medicine,8,Weight in kilograms,5,5,3025,0
H5,2019,2019,2019,6,1,1,Import,51,Armenia,ARM,251,France,FRA,300220,Vaccines; for human medicine,8,Weight in kilograms,3139,3139,3145078,0
H5,2019,2019,2019,6,1,2,Export,51,Armenia,ARM,268,Georgia,GEO,300220,Vaccines; for human medicine,8,Weight in kilograms,168,168,153896,0
H5,2019,2019,2019,6,1,1,Import,51,Armenia,ARM,392,Japan,JPN,300220,Vaccines; for human medicine,8,Weight in kilograms,89,89,37243,0
H5,2019,2019,2019,6,1,1,Import,51,Armenia,ARM,410,Rep. of Korea,KOR,300220,Vaccines; for human medicine,8,Weight in kilograms,154,154,10372,0
H5,2019,2019,2019,6,1,1,Import,51,Armenia,ARM,528,Netherlands,NLD,300220,Vaccines; for human medicine,8,Weight in kilograms,449,449,254381,0
H5,2019,2019,2019,6,1,1,Import,51,Armenia,ARM,643,Russian Federation,RUS,300220,Vaccines; for human medicine,8,Weight in kilograms,80,80,105433,6
H5,2019,2019,2019,6,1,1,Import,51,Armenia,ARM,699,India,IND,300220,Vaccines; for human medicine,8,Weight in kilograms,275,275,140185,0
H5,2019,2019,2019,6,1,1,Import,51,Armenia,ARM,842,USA,USA,300220,Vaccines; for human medicine,8,Weight in kilograms,47,47,125057,0
H5,2019,2019,2019,6,1,1,Import,51,Armenia,ARM,899,"Areas, nes","",300220,Vaccines; for human medicine,8,Weight in kilograms,52,52,1566,0
H5,2019,2019,2019,6,1,1,Import,52,Barbados,BRB,0,World,WLD,300220,Vaccines; for human medicine,8,Weight in kilograms,7339,7339,1116016,0
H5,2019,2019,2019,6,1,2,Export,52,Barbados,BRB,0,World,WLD,300220,Vaccines; for human medicine,8,Weight in kilograms,2465,2465,453935,6
H5,2019,2019,2019,6,1,2,Export,52,Barbados,BRB,28,Antigua and Barbuda,ATG,300220,Vaccines; for human medicine,8,Weight in kilograms,711,711,112189,0
H5,2019,2019,2019,6,1,2,Export,52,Barbados,BRB,44,Bahamas,BHS,300220,Vaccines; for human medicine,8,Weight in kilograms,119,119,50650,0
H5,2019,2019,2019,6,1,1,Import,52,Barbados,BRB,56,Belgium,BEL,300220,Vaccines; for human medicine,8,Weight in kilograms,1767,1767,208914,0
H5,2019,2019,2019,6,1,2,Export,52,Barbados,BRB,92,Br. Virgin Isds,VGB,300220,Vaccines; for human medicine,8,Weight in kilograms,46,46,26044,0
H5,2019,2019,2019,6,1,1,Import,52,Barbados,BRB,124,Canada,CAN,300220,Vaccines; for human medicine,8,Weight in kilograms,337,337,68788,0
H5,2019,2019,2019,6,1,2,Export,52,Barbados,BRB,136,Cayman Isds,CYM,300220,Vaccines; for human medicine,8,Weight in kilograms,94,94,39462,0
H5,2019,2019,2019,6,1,1,Import,52,Barbados,BRB,208,Denmark,DNK,300220,Vaccines; for human medicine,8,Weight in kilograms,54,54,2182,0
H5,2019,2019,2019,6,1,2,Export,52,Barbados,BRB,212,Dominica,DMA,300220,Vaccines; for human medicine,8,Weight in kilograms,437,437,34765,0
H5,2019,2019,2019,6,1,1,Import,52,Barbados,BRB,251,France,FRA,300220,Vaccines; for human medicine,8,Weight in kilograms,598,598,163532,0
H5,2019,2019,2019,6,1,1,Import,52,Barbados,BRB,276,Germany,DEU,300220,Vaccines; for human medicine,8,Weight in kilograms,16,16,418,0
H5,2019,2019,2019,6,1,2,Export,52,Barbados,BRB,308,Grenada,GRD,300220,Vaccines; for human medicine,8,Weight in kilograms,149,149,51853,0
H5,2019,2019,2019,6,1,1,Import,52,Barbados,BRB,360,Indonesia,IDN,300220,Vaccines; for human medicine,8,Weight in kilograms,15,15,2163,0
H5,2019,2019,2019,6,1,1,Import,52,Barbados,BRB,372,Ireland,IRL,300220,Vaccines; for human medicine,8,Weight in kilograms,93,93,8978,0
H5,2019,2019,2019,6,1,1,Import,52,Barbados,BRB,381,Italy,ITA,300220,Vaccines; for human medicine,8,Weight in kilograms,1521,1521,201909,0
